eq_id;method;predicted_variable;output_unit;species_id;species_name_fr;species_code;validity_region;input_variable;input_unit;formula_type;explicit_formula;coeff_a;coeff_b;coeff_c;coeff_d;coeff_e;coeff_f;validity_range;remarks;reference_source;colonne1
d_vc22_1g_psp;dagnelie;vc22;m^3;14;prunellier;PRUNUS_SP;wallonie;c130,hdom;c130_cm, hdom_m;d_vc22_1g;vc22=a+b*c130+c*c130^2+d*c130^3+e*hdom+f*hdom*c130^2;0.031293;-0.00077641;0.000017201;-2.6417E-08;-0.0021702;3.0199E-06;c130 [35-298]cm hdom [16-40]m;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_2_psp;dagnelie;vc22;m^3;14;prunellier;PRUNUS_SP;wallonie;c130,htot;c130_cm, htot_m;d_vc22_2;vc22=a+b*c130+c*c130^2+d*c130^3+e*htot+f*htot*c130^2;-0.015572;0.00092314;-7.1407E-06;-7.7179E-08;-0.0013528;4.0364E-06;c130 [35-298]cm htot [08-42]m;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_br_psp;dagnelie;vc22br;m^3;14;prunellier;PRUNUS_SP;wallonie;c130 ;c130_cm;d_vc22_br ;vc22_br=a+b*c130+c*c130^2+d*c130^3;0.081516;-0.0017371;-2.3467E-06;2.1432E-07;;;c130 [35-298]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
c150_c130_psp;dagnelie;c130;cm;14;prunellier;PRUNUS_SP;wallonie;c150;c150_cm;c150_c130;c130=a*c150+b;1.010195;0.0214693;;;;;c150 [35-295]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1_psp;dagnelie;vc22;m^3;53;feuillus;;wallonie;c130;c130_cm;d_vc22_1;vc22=a+b*c130+c*c130^2+d*c130^3;0.01734;-0.003008;0.00011589;1.3782E-09;;;c130 [35-298]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1g_psp;dagnelie;vc22;m^3;53;feuillus;;wallonie;c130,hdom;c130_cm, hdom_m;d_vc22_1g;vc22=a+b*c130+c*c130^2+d*c130^3+e*hdom+f*hdom*c130^2;0.031293;-0.00077641;0.000017201;-2.6417E-08;-0.0021702;3.0199E-06;c130 [35-298]cm hdom [16-40]m;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_2_psp;dagnelie;vc22;m^3;53;feuillus;;wallonie;c130,htot;c130_cm, htot_m;d_vc22_2;vc22=a+b*c130+c*c130^2+d*c130^3+e*htot+f*htot*c130^2;-0.015572;0.00092314;-7.1407E-06;-7.7179E-08;-0.0013528;4.0364E-06;c130 [35-298]cm htot [08-42]m;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_br_psp;dagnelie;vc22br;m^3;53;feuillus;;wallonie;c130 ;c130_cm;d_vc22_br ;vc22_br=a+b*c130+c*c130^2+d*c130^3;0.081516;-0.0017371;-2.3467E-06;2.1432E-07;;;c130 [35-298]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
c150_c130_psp;dagnelie;c130;cm;53;feuillus;;wallonie;c150;c150_cm;c150_c130;c130=a*c150+b;1.010195;0.0214693;;;;;c150 [35-295]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1_carsp;dagnelie;vc22;m^3;18;charme;CARPINUS_SP;wallonie;c130;c130_cm;d_vc22_1;vc22=a+b*c130+c*c130^2+d*c130^3;0.01734;-0.003008;0.00011589;1.3782E-09;;;c130 [35-298]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1g_carsp;dagnelie;vc22;m^3;18;charme;CARPINUS_SP;wallonie;c130,hdom;c130_cm, hdom_m;d_vc22_1g;vc22=a+b*c130+c*c130^2+d*c130^3+e*hdom+f*hdom*c130^2;0.031293;-0.00077641;0.000017201;-2.6417E-08;-0.0021702;3.0199E-06;c130 [35-298]cm hdom [16-40]m;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_2_carsp;dagnelie;vc22;m^3;18;charme;CARPINUS_SP;wallonie;c130,htot;c130_cm, htot_m;d_vc22_2;vc22=a+b*c130+c*c130^2+d*c130^3+e*htot+f*htot*c130^2;-0.015572;0.00092314;-7.1407E-06;-7.7179E-08;-0.0013528;4.0364E-06;c130 [35-298]cm htot [08-42]m;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_br_carsp;dagnelie;vc22br;m^3;18;charme;CARPINUS_SP;wallonie;c130 ;c130_cm;d_vc22_br ;vc22_br=a+b*c130+c*c130^2+d*c130^3;0.081516;-0.0017371;-2.3467E-06;2.1432E-07;;;c130 [35-298]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
c150_c130_carsp;dagnelie;c130;cm;18;charme;CARPINUS_SP;wallonie;c150;c150_cm;c150_c130;c130=a*c150+b;1.010195;0.0214693;;;;;c150 [35-295]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1_csa;dagnelie;vc22;m^3;19;chataignier;CASTANEA_SATIVA;wallonie;c130;c130_cm;d_vc22_1;vc22=a+b*c130+c*c130^2+d*c130^3;0.01734;-0.003008;0.00011589;1.3782E-09;;;c130 [35-298]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1g_csa;dagnelie;vc22;m^3;19;chataignier;CASTANEA_SATIVA;wallonie;c130,hdom;c130_cm, hdom_m;d_vc22_1g;vc22=a+b*c130+c*c130^2+d*c130^3+e*hdom+f*hdom*c130^2;0.031293;-0.00077641;0.000017201;-2.6417E-08;-0.0021702;3.0199E-06;c130 [35-298]cm hdom [16-40]m;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_2_csa;dagnelie;vc22;m^3;19;chataignier;CASTANEA_SATIVA;wallonie;c130,htot;c130_cm, htot_m;d_vc22_2;vc22=a+b*c130+c*c130^2+d*c130^3+e*htot+f*htot*c130^2;-0.015572;0.00092314;-7.1407E-06;-7.7179E-08;-0.0013528;4.0364E-06;c130 [35-298]cm htot [08-42]m;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_br_csa;dagnelie;vc22br;m^3;19;chataignier;CASTANEA_SATIVA;wallonie;c130 ;c130_cm;d_vc22_br ;vc22_br=a+b*c130+c*c130^2+d*c130^3;0.081516;-0.0017371;-2.3467E-06;2.1432E-07;;;c130 [35-298]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
c150_c130_csa;dagnelie;c130;cm;19;chataignier;CASTANEA_SATIVA;wallonie;c150;c150_cm;c150_c130;c130=a*c150+b;1.010195;0.0214693;;;;;c150 [35-295]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1_cav;dagnelie;vc22;m^3;22;noisetier;CORYLUS_AVELLANA;wallonie;c130;c130_cm;d_vc22_1;vc22=a+b*c130+c*c130^2+d*c130^3;0.01734;-0.003008;0.00011589;1.3782E-09;;;c130 [35-298]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1g_cav;dagnelie;vc22;m^3;22;noisetier;CORYLUS_AVELLANA;wallonie;c130,hdom;c130_cm, hdom_m;d_vc22_1g;vc22=a+b*c130+c*c130^2+d*c130^3+e*hdom+f*hdom*c130^2;0.031293;-0.00077641;0.000017201;-2.6417E-08;-0.0021702;3.0199E-06;c130 [35-298]cm hdom [16-40]m;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_2_cav;dagnelie;vc22;m^3;22;noisetier;CORYLUS_AVELLANA;wallonie;c130,htot;c130_cm, htot_m;d_vc22_2;vc22=a+b*c130+c*c130^2+d*c130^3+e*htot+f*htot*c130^2;-0.015572;0.00092314;-7.1407E-06;-7.7179E-08;-0.0013528;4.0364E-06;c130 [35-298]cm htot [08-42]m;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_br_cav;dagnelie;vc22br;m^3;22;noisetier;CORYLUS_AVELLANA;wallonie;c130 ;c130_cm;d_vc22_br ;vc22_br=a+b*c130+c*c130^2+d*c130^3;0.081516;-0.0017371;-2.3467E-06;2.1432E-07;;;c130 [35-298]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
c150_c130_cav;dagnelie;c130;cm;22;noisetier;CORYLUS_AVELLANA;wallonie;c150;c150_cm;c150_c130;c130=a*c150+b;1.010195;0.0214693;;;;;c150 [35-295]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1_msp;dagnelie;vc22;m^3;30;pommier;MALUS_SP;wallonie;c130;c130_cm;d_vc22_1;vc22=a+b*c130+c*c130^2+d*c130^3;0.01734;-0.003008;0.00011589;1.3782E-09;;;c130 [35-298]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1g_msp;dagnelie;vc22;m^3;30;pommier;MALUS_SP;wallonie;c130,hdom;c130_cm, hdom_m;d_vc22_1g;vc22=a+b*c130+c*c130^2+d*c130^3+e*hdom+f*hdom*c130^2;0.031293;-0.00077641;0.000017201;-2.6417E-08;-0.0021702;3.0199E-06;c130 [35-298]cm hdom [16-40]m;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_2_msp;dagnelie;vc22;m^3;30;pommier;MALUS_SP;wallonie;c130,htot;c130_cm, htot_m;d_vc22_2;vc22=a+b*c130+c*c130^2+d*c130^3+e*htot+f*htot*c130^2;-0.015572;0.00092314;-7.1407E-06;-7.7179E-08;-0.0013528;4.0364E-06;c130 [35-298]cm htot [08-42]m;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_br_msp;dagnelie;vc22br;m^3;30;pommier;MALUS_SP;wallonie;c130 ;c130_cm;d_vc22_br ;vc22_br=a+b*c130+c*c130^2+d*c130^3;0.081516;-0.0017371;-2.3467E-06;2.1432E-07;;;c130 [35-298]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
c150_c130_msp;dagnelie;c130;cm;30;pommier;MALUS_SP;wallonie;c150;c150_cm;c150_c130;c130=a*c150+b;1.010195;0.0214693;;;;;c150 [35-295]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1_pyr;dagnelie;vc22;m^3;31;poirier;PYRUS_SP;wallonie;c130;c130_cm;d_vc22_1;vc22=a+b*c130+c*c130^2+d*c130^3;0.01734;-0.003008;0.00011589;1.3782E-09;;;c130 [35-298]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1g_pyr;dagnelie;vc22;m^3;31;poirier;PYRUS_SP;wallonie;c130,hdom;c130_cm, hdom_m;d_vc22_1g;vc22=a+b*c130+c*c130^2+d*c130^3+e*hdom+f*hdom*c130^2;0.031293;-0.00077641;0.000017201;-2.6417E-08;-0.0021702;3.0199E-06;c130 [35-298]cm hdom [16-40]m;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_2_pyr;dagnelie;vc22;m^3;31;poirier;PYRUS_SP;wallonie;c130,htot;c130_cm, htot_m;d_vc22_2;vc22=a+b*c130+c*c130^2+d*c130^3+e*htot+f*htot*c130^2;-0.015572;0.00092314;-7.1407E-06;-7.7179E-08;-0.0013528;4.0364E-06;c130 [35-298]cm htot [08-42]m;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_br_pyr;dagnelie;vc22br;m^3;31;poirier;PYRUS_SP;wallonie;c130 ;c130_cm;d_vc22_br ;vc22_br=a+b*c130+c*c130^2+d*c130^3;0.081516;-0.0017371;-2.3467E-06;2.1432E-07;;;c130 [35-298]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
c150_c130_pyr;dagnelie;c130;cm;31;poirier;PYRUS_SP;wallonie;c150;c150_cm;c150_c130;c130=a*c150+b;1.010195;0.0214693;;;;;c150 [35-295]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1_sar;dagnelie;vc22;m^3;32;alisier;SORBUS_ARIA;wallonie;c130;c130_cm;d_vc22_1;vc22=a+b*c130+c*c130^2+d*c130^3;0.01734;-0.003008;0.00011589;1.3782E-09;;;c130 [35-298]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1g_sar;dagnelie;vc22;m^3;32;alisier;SORBUS_ARIA;wallonie;c130,hdom;c130_cm, hdom_m;d_vc22_1g;vc22=a+b*c130+c*c130^2+d*c130^3+e*hdom+f*hdom*c130^2;0.031293;-0.00077641;0.000017201;-2.6417E-08;-0.0021702;3.0199E-06;c130 [35-298]cm hdom [16-40]m;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_2_sar;dagnelie;vc22;m^3;32;alisier;SORBUS_ARIA;wallonie;c130,htot;c130_cm, htot_m;d_vc22_2;vc22=a+b*c130+c*c130^2+d*c130^3+e*htot+f*htot*c130^2;-0.015572;0.00092314;-7.1407E-06;-7.7179E-08;-0.0013528;4.0364E-06;c130 [35-298]cm htot [08-42]m;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_br_sar;dagnelie;vc22br;m^3;32;alisier;SORBUS_ARIA;wallonie;c130 ;c130_cm;d_vc22_br ;vc22_br=a+b*c130+c*c130^2+d*c130^3;0.081516;-0.0017371;-2.3467E-06;2.1432E-07;;;c130 [35-298]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
c150_c130_sar;dagnelie;c130;cm;32;alisier;SORBUS_ARIA;wallonie;c150;c150_cm;c150_c130;c130=a*c150+b;1.010195;0.0214693;;;;;c150 [35-295]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1_ssp;dagnelie;vc22;m^3;33;sureau;SAMBUCUS_SP;wallonie;c130;c130_cm;d_vc22_1;vc22=a+b*c130+c*c130^2+d*c130^3;0.01734;-0.003008;0.00011589;1.3782E-09;;;c130 [35-298]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1g_ssp;dagnelie;vc22;m^3;33;sureau;SAMBUCUS_SP;wallonie;c130,hdom;c130_cm, hdom_m;d_vc22_1g;vc22=a+b*c130+c*c130^2+d*c130^3+e*hdom+f*hdom*c130^2;0.031293;-0.00077641;0.000017201;-2.6417E-08;-0.0021702;3.0199E-06;c130 [35-298]cm hdom [16-40]m;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_2_ssp;dagnelie;vc22;m^3;33;sureau;SAMBUCUS_SP;wallonie;c130,htot;c130_cm, htot_m;d_vc22_2;vc22=a+b*c130+c*c130^2+d*c130^3+e*htot+f*htot*c130^2;-0.015572;0.00092314;-7.1407E-06;-7.7179E-08;-0.0013528;4.0364E-06;c130 [35-298]cm htot [08-42]m;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_br_ssp;dagnelie;vc22br;m^3;33;sureau;SAMBUCUS_SP;wallonie;c130 ;c130_cm;d_vc22_br ;vc22_br=a+b*c130+c*c130^2+d*c130^3;0.081516;-0.0017371;-2.3467E-06;2.1432E-07;;;c130 [35-298]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
c150_c130_ssp;dagnelie;c130;cm;33;sureau;SAMBUCUS_SP;wallonie;c150;c150_cm;c150_c130;c130=a*c150+b;1.010195;0.0214693;;;;;c150 [35-295]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1_rfr;dagnelie;vc22;m^3;34;bourdaine;RHAMNUS_FRANGULA;wallonie;c130;c130_cm;d_vc22_1;vc22=a+b*c130+c*c130^2+d*c130^3;0.01734;-0.003008;0.00011589;1.3782E-09;;;c130 [35-298]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1g_rfr;dagnelie;vc22;m^3;34;bourdaine;RHAMNUS_FRANGULA;wallonie;c130,hdom;c130_cm, hdom_m;d_vc22_1g;vc22=a+b*c130+c*c130^2+d*c130^3+e*hdom+f*hdom*c130^2;0.031293;-0.00077641;0.000017201;-2.6417E-08;-0.0021702;3.0199E-06;c130 [35-298]cm hdom [16-40]m;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_2_rfr;dagnelie;vc22;m^3;34;bourdaine;RHAMNUS_FRANGULA;wallonie;c130,htot;c130_cm, htot_m;d_vc22_2;vc22=a+b*c130+c*c130^2+d*c130^3+e*htot+f*htot*c130^2;-0.015572;0.00092314;-7.1407E-06;-7.7179E-08;-0.0013528;4.0364E-06;c130 [35-298]cm htot [08-42]m;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_br_rfr;dagnelie;vc22br;m^3;34;bourdaine;RHAMNUS_FRANGULA;wallonie;c130 ;c130_cm;d_vc22_br ;vc22_br=a+b*c130+c*c130^2+d*c130^3;0.081516;-0.0017371;-2.3467E-06;2.1432E-07;;;c130 [35-298]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
c150_c130_rfr;dagnelie;c130;cm;34;bourdaine;RHAMNUS_FRANGULA;wallonie;c150;c150_cm;c150_c130;c130=a*c150+b;1.010195;0.0214693;;;;;c150 [35-295]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1_pce;dagnelie;vc22;m^3;35;cerisier;PRUNUS_CERASUS;wallonie;c130;c130_cm;d_vc22_1;vc22=a+b*c130+c*c130^2+d*c130^3;0.01734;-0.003008;0.00011589;1.3782E-09;;;c130 [35-298]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1g_pce;dagnelie;vc22;m^3;35;cerisier;PRUNUS_CERASUS;wallonie;c130,hdom;c130_cm, hdom_m;d_vc22_1g;vc22=a+b*c130+c*c130^2+d*c130^3+e*hdom+f*hdom*c130^2;0.031293;-0.00077641;0.000017201;-2.6417E-08;-0.0021702;3.0199E-06;c130 [35-298]cm hdom [16-40]m;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_2_pce;dagnelie;vc22;m^3;35;cerisier;PRUNUS_CERASUS;wallonie;c130,htot;c130_cm, htot_m;d_vc22_2;vc22=a+b*c130+c*c130^2+d*c130^3+e*htot+f*htot*c130^2;-0.015572;0.00092314;-7.1407E-06;-7.7179E-08;-0.0013528;4.0364E-06;c130 [35-298]cm htot [08-42]m;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_br_pce;dagnelie;vc22br;m^3;35;cerisier;PRUNUS_CERASUS;wallonie;c130 ;c130_cm;d_vc22_br ;vc22_br=a+b*c130+c*c130^2+d*c130^3;0.081516;-0.0017371;-2.3467E-06;2.1432E-07;;;c130 [35-298]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
c150_c130_pce;dagnelie;c130;cm;35;cerisier;PRUNUS_CERASUS;wallonie;c150;c150_cm;c150_c130;c130=a*c150+b;1.010195;0.0214693;;;;;c150 [35-295]cm;Same coeff as FAGUS_SYLVATICA;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1_ain;dagnelie;vc22;m^3;16;aulne blanc;ALNUS_INCANA;wallonie;c130;c130_cm;d_vc22_1;vc22=a+b*c130+c*c130^2+d*c130^3;0.0071727;-0.0022222;0.00010536;-1.0867E-07;;;c130 [36-200]cm;Same coeff as BETULA_SP;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1g_ain;dagnelie;vc22;m^3;16;aulne blanc;ALNUS_INCANA;wallonie;c130,hdom;c130_cm, hdom_m;d_vc22_1g;vc22=a+b*c130+c*c130^2+d*c130^3+e*hdom+f*hdom*c130^2;0.033625;-0.0007522;0.000033851;-1.3071E-07;-0.0027675;2.7123E-06;c130 [36-200]cm hdom [12-30]m;Same coeff as BETULA_SP;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_2_ain;dagnelie;vc22;m^3;16;aulne blanc;ALNUS_INCANA;wallonie;c130,htot;c130_cm, htot_m;d_vc22_2;vc22=a+b*c130+c*c130^2+d*c130^3+e*htot+f*htot*c130^2;-0.011392;-0.0001001;0.00002829;-1.8695E-07;-0.00059573;3.0811E-06;c130 [36-200]cm htot [8-30]m;Same coeff as BETULA_SP;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
